Sample;SKU;Name;category;Date;LOT;Parameter;Parameter_ID;Result;Parameter_Unit;Rule_Unit;Rating;Target;"Testing Reason"
25-02413;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";"All / Saleable / Supplements";09.07.2024;L04417;"C 20:2 Eicosadienoic acid (o-6)";5480;<0,1;"g/100 g fat";;"not rated";;
25-02413;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";"All / Saleable / Supplements";09.07.2024;L04417;"C 20:3 Eicosatrienoic acid (o-6)";5481;<0,1;"g/100 g fat";;"not rated";;
25-02413;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";"All / Saleable / Supplements";09.07.2024;L04417;"C 20:3 Eicosatrienoic acid (o-3)";5482;0,1;"g/100 g fat";;"not rated";;
25-02413;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";"All / Saleable / Supplements";09.07.2024;L04417;"C 20:4 Eicosatetraenoic acid (o-3)";5483;0,2;"g/100 g fat";;"not rated";;
25-02413;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";"All / Saleable / Supplements";09.07.2024;L04417;"C 20:4 Arachidonic acid (o-6)";5484;0,9;"g/100 g fat";;"not rated";;
25-02413;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";"All / Saleable / Supplements";09.07.2024;L04417;"C 21:0 Heneicosanoic acid";5486;<0,1;"g/100 g fat";;"not rated";;
25-02413;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";"All / Saleable / Supplements";09.07.2024;L04417;"C 22:0 Behenic acid";5487;0,4;"g/100 g fat";;"not rated";;
25-02413;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";"All / Saleable / Supplements";09.07.2024;L04417;"C 22:1 Docosenoic acid (incl. isomers)";5488;0,2;"g/100 g fat";;"not rated";;
25-02413;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";"All / Saleable / Supplements";09.07.2024;L04417;"thereof C 22:1 erucic acid";5489;0,2;"g/100 g fat";;"not rated";;
25-02413;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";"All / Saleable / Supplements";09.07.2024;L04417;"C 22:2 Docosadienoic acid (o-6)";5490;<0,1;"g/100 g fat";;"not rated";;
25-02413;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";"All / Saleable / Supplements";09.07.2024;L04417;"C 22:4 Docosatetraenoic acid (o-6)";5491;0,1;"g/100 g fat";;"not rated";;
25-02413;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";"All / Saleable / Supplements";09.07.2024;L04417;"C 22:5 Docosapentaenoic acid (o-3)";5492;1,3;"g/100 g fat";;"not rated";;
25-02413;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";"All / Saleable / Supplements";09.07.2024;L04417;"C 23:0 Tricosanoic acid";5494;<0,1;"g/100 g fat";;"not rated";;
25-02413;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";"All / Saleable / Supplements";09.07.2024;L04417;"C 24:0 Lignoceric acid";5495;0,1;"g/100 g fat";;"not rated";;
25-02413;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";"All / Saleable / Supplements";09.07.2024;L04417;"C 24:1 Nervonic acid";5496;0,1;"g/100 g fat";;"not rated";;
25-02413;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";"All / Saleable / Supplements";09.07.2024;L04417;"Vitamin K2 / Menaquinone-4 (MK4)";5506;848;"µg/100 g";;"not rated";;
25-02413;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";"All / Saleable / Supplements";09.07.2024;L04417;"Vitamin K2 / Menaquinone-7 (MK7)";5507;190;"µg/100 g";;"not rated";;
25-02413;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";"All / Saleable / Supplements";09.07.2024;L04417;Enterobacteriaceae;5548;<10;"cfu/ g";;"not rated";;
25-02413;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";"All / Saleable / Supplements";09.07.2024;L04417;"Staphylococci, coag. positive";5550;<10;"cfu/ g";;"not rated";;
25-02413;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";"All / Saleable / Supplements";09.07.2024;L04417;Yeasts;5553;<10;"cfu/ g";;"not rated";;
25-02413;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";"All / Saleable / Supplements";09.07.2024;L04417;Molds;5554;<10;"cfu/ g";;"not rated";;
25-02413;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";"All / Saleable / Supplements";09.07.2024;L04417;"Bile-tolerant gram-negative bacteria";11264;negativ;;;"not rated";;
25-02413;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";"All / Saleable / Supplements";09.07.2024;L04417;"Daily portion";11297;2;;;"not rated";;
25-02413;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";"All / Saleable / Supplements";09.07.2024;L04417;"Tocopherol, alpha";11462;4890;;;"not rated";;
25-02413;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";"All / Saleable / Supplements";09.07.2024;L04417;"Tocopherol, beta";11463;56,8;;;"not rated";;
25-02413;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";"All / Saleable / Supplements";09.07.2024;L04417;"Tocopherol, delta";11464;90,6;;;"not rated";;
25-02413;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";"All / Saleable / Supplements";09.07.2024;L04417;"Tocopherol, gamma";11465;355;;;"not rated";;
25-02413;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";"All / Saleable / Supplements";09.07.2024;L04417;"Weight per dosage form_34954";11481;1,4;;;"not rated";;
25-02413;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";"All / Saleable / Supplements";09.07.2024;L04417;"Vitamin E";11676;140;;;"not rated";;
25-02413;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";"All / Saleable / Supplements";09.07.2024;L04417;"Total number of panels";11681;<10;;;"not rated";;
25-02413;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";"All / Saleable / Supplements";09.07.2024;L04417;"E. coli";11682;negativ;;;"not rated";;
25-02413;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";"All / Saleable / Supplements";09.07.2024;L04417;Salmonella;11683;negativ;;;"not rated";;
25-02413;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";"All / Saleable / Supplements";09.07.2024;L04417;"Vitamin D3";11696;23,9;;;"not rated";;
25-02413;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";"All / Saleable / Supplements";09.07.2024;L04417;"Fatty acid, trans";11717;<0,1;;;"not rated";;
25-02413;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";"All / Saleable / Supplements";09.07.2024;L04417;"C 18:3 Alpha-linolenic acid (o-3) (ALA)";11718;174;;;"not rated";;
25-02413;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";"All / Saleable / Supplements";09.07.2024;L04417;"C 18:3-linolenic acid (o-6) (GLA)";11719;1,2;;;"not rated";;
25-02413;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";"All / Saleable / Supplements";09.07.2024;L04417;"C 20:5 Eicosapentaenoic acid (o-3) (EPA)";11720;180;;;"not rated";;
25-02413;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";"All / Saleable / Supplements";09.07.2024;L04417;"C 22:6 Docosahexaenoic acid (o-3) (DHA)";11721;349;;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"Fat, Total";5239;57;"g/100 g";;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;Aluminum_18343;5282;<1,0;mg/kg;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;Antimony_20083;5283;<0,050;mg/kg;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;Arsenic_10563;5284;<0,040;mg/kg;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;Barium_20483;5285;72;mg/kg;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;Lead_10773;5286;<0,020;mg/kg;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;Boron_27363;5287;<10;mg/kg;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;Cadmium_10783;5288;<0,010;mg/kg;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;Calcium_10793;5289;<10;mg/kg;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;Chrome_20473;5290;<0,080;mg/kg;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;Cobalt_32293;5291;<0,050;mg/kg;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;Iron_10833;5292;0,97;mg/kg;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;Potassium_10843;5293;<10;mg/kg;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;Copper_10933;5294;<0,040;mg/kg;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;Lithium_27653;5295;<0,50;mg/kg;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;Magnesium_631;5296;<10;mg/kg;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;Mangan_10863;5297;0,77;mg/kg;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;Molybdenum_27043;5298;<0,050;mg/kg;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;Sodium_10873;5299;<10;mg/kg;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;Nickel_10893;5300;<0,040;mg/kg;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"Phosphorus, total_7003";5301;<10,0;mg/kg;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;Mercury_10943;5302;<0,010;mg/kg;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;Sulphur_31843;5303;<50,0;mg/kg;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;Selenium_10903;5304;<0,10;mg/kg;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;Silver_32263;5305;<0,050;mg/kg;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;Strontium_30353;5306;<0,50;mg/kg;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;Tellurium_30373;5307;<0,050;mg/kg;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;Titan_29883;5308;<0,50;mg/kg;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;Uranium_32509;5309;<0,010;mg/kg;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;Vanadium_30383;5310;<0,050;mg/kg;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;Zinc_10913;5311;1;mg/kg;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;Tin_10923;5312;<0,040;mg/kg;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"Aflatoxin B1";5344;<0,50;µg/kg;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"Aflatoxin B2";5345;<0,50;µg/kg;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"Aflatoxin G1";5346;<0,50;µg/kg;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"Aflatoxin G2";5347;<0,50;µg/kg;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;Aflatoxins;5348;"not detectable";µg/kg;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"Fatty acid, saturated";5444;16,5;"g/100 g fat";;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"Fatty acid, monounsaturated";5445;9,4;"g/100 g fat";;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"Fatty acid, polyunsaturated";5446;31,1;"g/100 g fat";;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"Fatty acid, omega-3";5448;24,7;"g/100 g fat";;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"Fatty acids, omega-6";5449;6,4;"g/100 g fat";;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"Fatty acids, omega-9";5450;8,3;"g/100 g fat";;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"C 4:0 Butyric acid";5451;<0,1;"g/100 g fat";;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"C 6:0 Caproic acid";5452;<0,1;"g/100 g fat";;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"C 8:0 Caprylic acid";5453;2,5;"g/100 g fat";;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"C 10:0 Capric acid";5454;1,6;"g/100 g fat";;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"C 11:0 Undecanoic acid";5455;<0,1;"g/100 g fat";;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"C 12:0 Lauric acid";5456;0,1;"g/100 g fat";;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"C 13:0 Tridecanoic acid";5457;<0,1;"g/100 g fat";;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"C 14:0 Myristic acid";5458;0,5;"g/100 g fat";;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"C 14:1 Myristoleic acid";5459;<0,1;"g/100 g fat";;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"C 15:0 Pentadecanoic acid";5460;0,1;"g/100 g fat";;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"C 15:1 cis 10-pentadecenoic acid";5461;<0,1;"g/100 g fat";;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"C 16:0 Palmitic acid";5462;9,3;"g/100 g fat";;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"C 16:1 Palmitoleic acid";5463;0,5;"g/100 g fat";;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"C 16:2 Hexadecadienoic acid";5464;<0,1;"g/100 g fat";;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"C 16:3 Hexadecatrienoic acid";5465;<0,1;"g/100 g fat";;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"C 16:4 Hexadecatetraenoic acid";5466;<0,1;"g/100 g fat";;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"C 17:0 Heptadecanoic acid";5467;<0,1;"g/100 g fat";;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"C 17:1 Heptadecenoic acid";5468;<0,1;"g/100 g fat";;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"C 18:0 Stearic acid";5469;1,4;"g/100 g fat";;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"C 18:1 Oleic acid";5470;7,9;"g/100 g fat";;"not rated";;
