id,name,parametertype_id,spec_id,text,column,operator,value,linker,operator2,value2,color,show,DDF_type,inverse,regex_filter,u_created,u_modified,translations,DDF_unit,DDF_target_value,DDF_custom_color
236915,Tebutam,11110,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236916,Terbufos,11125,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236917,"Trichlorobenzene, 1,2,4-",11129,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236918,"Trichlorobenzene, 1,3,5",11131,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236919,Tetrachlorvinphos,11132,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236920,Tetrasul,11141,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236921,Trifloxystrobin,11142,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236922,Thenyl chlorine,11143,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236923,Trimethacarb,11154,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236924,Thiodicarb,11155,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236925,Triticonazole,11156,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236926,Tritosulfuron,11158,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236927,Thiometon,11159,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236928,Valifenalate,11162,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236929,Vamidothion,11163,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236930,Zoxamide,11167,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236931,Tribenuron-methyl,11180,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236932,Tau-fluvalinate,11326,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236933,Hexythiazox,11343,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236934,Echimidine N-oxide,5398,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,µg/kg,<10,
236935,Heliosupine N-oxide,5399,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,µg/kg,<10,
236936,"Echimidine/Heliosupine, total",5400,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,µg/kg,<10,
236937,Echinatin N-oxide,5401,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,µg/kg,<10,
236938,Europine,5402,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,µg/kg,<10,
236939,Europin-N-oxide,5403,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,µg/kg,<10,
236940,Heliotrin,5404,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,µg/kg,<10,
236941,Heliotrin-N-oxide,5405,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,µg/kg,<10,
236942,"Integerrimin-N-oxide/ Senecionin-N-oxide, sum",5406,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,µg/kg,<10,
236943,Intermedine,5407,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,µg/kg,<10,
236944,"Intermedin-N-oxide/Indicin-N-oxide, sum",5408,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,µg/kg,<10,
236945,Lasiocarpine,5409,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,µg/kg,<10,
236946,Lasiocarpine N-oxide,5410,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,µg/kg,<10,
236947,"Lycopsamine/indicator, total",5411,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,µg/kg,<10,
236948,Lycopsamine N-oxide,5412,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,µg/kg,<10,
236949,"Retrorsine/Usaramine, total",5413,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,µg/kg,<10,
236950,"Rinderine/Echinatine, total",5415,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,µg/kg,<10,
236951,Rinderin N-oxide,5416,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,µg/kg,<10,
236952,Senecionine,5417,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,µg/kg,<10,
236953,Seneciphyllin,5418,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,µg/kg,<10,
236954,Seneciphyllin-N-oxide,5419,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,µg/kg,<10,
236955,"Senecivernin/Integerrimin, total",5420,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,µg/kg,<10,
236956,Senecivernin-N-oxide,5421,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,µg/kg,<10,
236957,Senkirkine,5422,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,µg/kg,<10,
236958,Spartioidine,5423,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,µg/kg,<10,
236959,Spartioidin-N-oxide,5424,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,µg/kg,<10,
236960,Erucifoline,5425,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,µg/kg,<10,
236961,Erucifolin-N-oxide,5426,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,µg/kg,<10,
236962,Jacobins,5427,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,µg/kg,<10,
236963,Jacobin N-oxide,5428,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,µg/kg,<10,
236964,Monocrotaline,5429,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,µg/kg,<10,
236965,Trichodes mine,5431,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,µg/kg,<10,
236966,Monocrotaline N-oxide,11378,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,µg/kg,<10,
236967,"Retrorsine N-oxide/usaramine N-oxide, total",11673,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,µg/kg,<10,
236968,Pyrrolizidine alkaloids (PA),11926,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,µg/kg,<10,
236969,"Pyrrolizidine alkaloids, sum BfR-28",5432,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,µg/kg,<10,
236970,"Pyrrolizidine alkaloids, sum VO VO 2023/915'",5433,1600,,0,<=,120,,,,green,1,perfect,0,,1770992792,1770992792,,µg/kg,400,
236971,Propan-2-ol,5438,1600,,0,<=,3,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,10,
236972,Methanol,5435,1600,,0,<=,3,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,10,
236973,n-hexane,5437,1600,,0,<=,1,,=,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,1,
236974,Acetone,5434,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,<50,
236975,Ethanol*,5436,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,<50,
236976,Methyl acetate,5439,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,<50,
236977,Ethyl acetate,5440,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,<50,
236978,Butyl acetate,5441,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,<50,
236979,Dichloromethane,5443,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,<50,
236980,Ethyl methyl ketone (= methyl ethyl ketone (MEK)),11319,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,<50,
236981,Solvent residues,11777,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,<50,
236982,THC* total,5497,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,<1,
236983,Delta-9-THC,5498,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,<1,
236984,delta-9-THCA,5499,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,<1,
236985,Cannabidiol,11268,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,<1,
236986,"THC, SUM, HPLC-DAD, high content39537",11896,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,<1,
236987,"Cannabinoids, HPLC-DAD (high values)37499",11897,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,<1,
236988,"Cannabidiols. (CBDA), HPLC-DAD (h. Geh.)37498",11898,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,<1,
236989,"Cannabinol (CBN), HPLC-DAD (h. content)37500",11899,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,<1,
236990,Anisidine value,5500,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,,,
236991,Number of peroxides,5501,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,,,
236992,Totox number,11677,1600,,0,<=,10,,,,green,1,perfect,0,,1770992792,1770992792,,,<10,
236993,Aflatoxin B1,5344,1600,,0,<=,1.5,,,,green,1,perfect,0,,1770992792,1770992792,,µg/kg,5,
236994,Aflatoxin B2,5345,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,,,
236995,Aflatoxin G1,5346,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,,,
236996,Aflatoxin G2,5347,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,,,
236997,Aflatoxins,5348,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,,,
236998,Aflatoxins_total,12006,1600,,0,<=,3,,,,green,1,perfect,0,,1770992792,1770992792,,µg/kg,10,
236999,Ochratoxin A_6763,5558,1600,,0,<=,3,,,,green,1,perfect,0,,1770992792,1770992792,,µg/kg,10,
237000,Enterobacteriaceae,5548,1600,,0,<=,30,,=,,green,1,perfect,0,,1770992792,1770992792,,CFU,1 x 10 ^ 2,
237001,"Staphylococci, coag. positive",5550,1600,,0,<=,30,,,,green,1,perfect,0,,1770992792,1770992792,,CFU,1.00E+02,
237002,Total yeasts / moulds,5552,1600,,0,<=,30,,,,green,1,perfect,0,,1770992792,1770992792,,CFU,1.00E+02,
237003,Yeasts,5553,1600,,0,<=,30,,,,green,1,perfect,0,,1770992792,1770992792,,CFU,1.00E+02,
237004,Molds,5554,1600,,0,<=,30,,,,green,1,perfect,0,,1770992792,1770992792,,CFU,1.00E+02,
237005,"Total Plate Count, Fixed",11921,1600,,0,<=,3000,,=,,green,1,perfect,0,,1770992792,1770992792,,CFU,1.00E+04,
237006,Gram-negative bacteria,5549,1600,,0,=,negativ,OR,=,nicht nachw.,green,1,perfect,0,,1770992792,1770992792,,/g,absent,
237007,"E. coli, after enrichment",5551,1600,,0,=,negativ,OR,=,nicht nachw.,green,1,perfect,0,,1770992792,1770992792,,/10 g,absent,
237008,Salmonella*,5555,1600,,0,=,negativ,OR,=,nicht nachw.,green,1,perfect,0,,1770992792,1770992792,,/25 g,absent,
237009,Benzo(a)anthracene,5357,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,,,
237010,Chrysene,5358,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,,,
237011,Benzo(b)fluoranthene,5359,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,,,
237012,"PAK, block with 4 pieces",11924,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,,,
237013,Benzo(a)pyrene,5360,1600,,0,<=,10,,,,green,1,perfect,0,,1770992792,1770992792,,µg/kg,10,
237014,Sum of PAHs,5361,1600,,0,<=,50,,,,green,1,perfect,0,,1770992792,1770992792,,µg/kg,50,
237015,Perchlorate,5379,1600,,0,<=,0.05,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.05,
237016,Chlorate,5380,1600,,0,<=,0.05,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.05,
237017,MOSH/POSH (C10-16),5331,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,,,
237018,MOSH/POSH (C17-20),5332,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,,,
237019,MOSH/POSH (C21-25),5333,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,,,
237020,MOSH/POSH (C26-35),5334,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,,,
237021,MOSH/POSH (C36-40),5335,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,,,
237022,MOSH/POSH (C41-50),5336,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,,,
237023,MOSH/POSH (total) C10-50,5337,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,,,
237024,MOAH (C10-16),5338,1600,,0,<=,1,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,1,
237025,MOAH (C17-25),5339,1600,,0,<=,1,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,1,
237026,MOAH (C26-35),5340,1600,,0,<=,1,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,1,
237027,MOAH (C36-50),5341,1600,,0,<=,1,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,1,
237028,MOAH (total) C10-50,5342,1600,,0,<=,1,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,1,
237029,Mineral oilKW (MOSH/POSH/MOA),11923,1600,,0,!=,"""""",,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,,
237030,"Pyrrolizidine alkaloids, sum BfR-28",5432,1600,,0,=,nicht nachw.,OR,negat,,green,1,perfect,0,,1770992793,1770992793,,µg/kg,<10,
237031,"Pyrrolizidine alkaloids, sum VO VO 2023/915'",5433,1600,,0,=,nicht nachw.,OR,negat,,green,1,perfect,0,,1770992793,1770992793,,µg/kg,400,
237032,Aflatoxins_total,12006,1600,,0,=,nicht nachw.,,=,,green,1,perfect,0,,1770992793,1770992793,,µg/kg,10,
237033,Ochratoxin A_6763,5558,1600,,0,=,nicht nachw.,OR,negat,,green,1,perfect,0,,1770992793,1770992793,,µg/kg,10,
237034,"3-MCPD, total (free and ester)",11236,1600,,0,>,375,AND,<=,1250,orange,1,OK,0,,1770992793,1770992793,,µg/kg,1250,
237035,"Glycidyl esters, sub-parameters",12005,1600,,0,>,300,AND,<=,1000,orange,1,OK,0,,1770992793,1770992793,,µg/kg,1000,
237036,"Arsenic, inorganic_38852",5545,1600,,0,>,0.3,AND,<=,1,orange,1,OK,0,,1770992793,1770992793,,mg/kg,1,
237037,"Pyrrolizidine alkaloids, sum VO VO 2023/915'",5433,1600,,0,>,120,AND,<=,400,orange,1,OK,0,,1770992793,1770992793,,µg/kg,400,
237038,Propan-2-ol,5438,1600,,0,>,3,AND,<=,10,orange,1,OK,0,,1770992793,1770992793,,mg/kg,10,
237039,Methanol,5435,1600,,0,>,3,AND,<=,10,orange,1,OK,0,,1770992793,1770992793,,mg/kg,10,
237040,Totox number,11677,1600,,0,>,10,AND,<=,26,orange,1,OK,0,,1770992793,1770992793,,none,<10,
237041,Aflatoxin B1,5344,1600,,0,>,1.5,AND,<=,5,orange,1,OK,0,,1770992793,1770992793,,µg/kg,5,
237042,Aflatoxins_total,12006,1600,,0,>,3,AND,<=,10,orange,1,OK,0,,1770992793,1770992793,,µg/kg,10,
237043,Ochratoxin A_6763,5558,1600,,0,>,3,AND,<=,10,orange,1,OK,0,,1770992793,1770992793,,µg/kg,10,
237044,Enterobacteriaceae,5548,1600,,0,>,30,AND,<=,100.00,orange,1,OK,0,,1770992793,1770992793,,CFU,1.00E+02,
237045,"Staphylococci, coag. positive",5550,1600,,0,>,30,AND,<=,100.00,orange,1,OK,0,,1770992793,1770992793,,CFU,1.00E+02,
237046,Total yeasts / moulds,5552,1600,,0,>,30,AND,<=,100.00,orange,1,OK,0,,1770992793,1770992793,,CFU,1.00E+02,
237047,Yeasts,5553,1600,,0,>,30,AND,<=,100.00,orange,1,OK,0,,1770992793,1770992793,,CFU,1.00E+02,
237048,Molds,5554,1600,,0,>,30,AND,<=,100.00,orange,1,OK,0,,1770992793,1770992793,,CFU,1.00E+02,
237049,"Total Plate Count, Fixed",11921,1600,,0,>,3000,AND,<=,10000,orange,1,OK,0,,1770992793,1770992793,,CFU,1.00E+04,
237050,"3-MCPD, total (free and ester)",11236,1600,,0,>,1250,,,,red,1,not OK,0,,1770992793,1770992793,,µg/kg,1250,
237051,"Glycidyl esters, sub-parameters",12005,1600,,0,>,1000,,,,red,1,not OK,0,,1770992793,1770992793,,µg/kg,1000,
237052,"Ethylene oxide, total",5374,1600,,0,>,0.1,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.1,
237053,"Arsenic, inorganic_38852",5545,1600,,0,>,1,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,1,
237054,Chloroethoxyfos,11182,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237055,Captan metabolite tetrahydrophthalimide (THPI),11271,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237056,Phthalimide,11412,1600,,0,>,0.15,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.15,
237057,"1,4-Dimethylnaphthalene",10499,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237058,Bendiocarb,10505,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237059,Acephate,10510,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237060,Benodanil,10511,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237061,Acetamiprid,10512,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237062,Aclonifen,10518,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237063,Aldicarb,10523,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237064,Benzalkonium chloride - C14,10526,1600,,0,>,0.15,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.15,
237065,Benzalkonium chloride - C16,10529,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237066,Allethrin,10530,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237067,Amidithione,10534,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237068,Benzalkonium chloride - C8,10535,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237069,Amitraz,10541,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237070,Atrazine,10546,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237071,Bixafen,10554,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237072,Azinphos-methyl,10555,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237073,Boscalid,10556,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237074,Chlorobromuron,10568,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237075,"Chlordane, oxy-",10573,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237076,Bromuconazole,10576,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237077,Chlorodimeform,10578,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237078,Cadusafos,10596,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237079,Chlorothiophos,10615,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237080,Cinosulfuron,10623,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237081,Climbazole,10633,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237082,Cloquintocet-Mexyl,10638,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237083,Cyanofenphos,10650,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237084,Cyantraniliprole,10654,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237085,Cyenopygraphs,10661,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237086,Diclobutrazol,10662,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237087,Cyflufenamide,10663,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237088,Cyproconazole,10674,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237089,"DDD-o,p",10680,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237090,"DDE-p,p",10686,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237091,Difenacoum,10688,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237092,Diflubenzuron,10699,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237093,Dimethenamide,10706,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237094,Dimethoate,10708,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237095,Etaconazole,10709,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237096,Dimethomorphs,10710,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237097,Ethirimol,10717,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237098,Ethofumesate,10719,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237099,Ethoxyquin dimer,10726,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237100,Diniconazole,10727,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237101,Etofenprox,10728,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237102,Dinitramine,10729,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237103,Dinocap,10731,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237104,Dioxabenzophos,10735,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237105,Dioxathion,10739,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237106,Diuron,10754,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237107,Fenbutatin oxide,10757,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237108,Dodin,10758,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237109,Fenfluthrin,10763,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237110,Fenhexamide,10765,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237111,Emamectin benzoate B1a,10766,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237112,Fenoxaprop-P-Ethyl,10775,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237113,Flumioxazine,10776,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237114,Fenpicoxamide,10781,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237115,Fluorodifen,10784,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237116,Flurochloridone,10799,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237117,Fenthion oxon,10800,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237118,Fluroxypyr-1-methylheptyl,10801,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237119,Fenthion oxon sulfoxide,10804,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237120,Folpet,10816,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992793,1770992793,,mg/kg,0.01,
237121,Fonophos,10818,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992794,1770992794,,mg/kg,0.01,
237122,Flufenoxuron,10844,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992794,1770992794,,mg/kg,0.01,
237123,Flumetralin,10849,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992794,1770992794,,mg/kg,0.01,
237124,Halosulfuron-methyl,10850,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992794,1770992794,,mg/kg,0.01,
237125,"Heptachlor epoxide, cis",10857,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992794,1770992794,,mg/kg,0.01,
237126,Isoxaflutole,10870,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992794,1770992794,,mg/kg,0.01,
237127,Hexazinone,10871,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992794,1770992794,,mg/kg,0.01,
237128,Isoxathione,10874,1600,,0,>,0.01,,,,red,1,not OK,0,,1770992794,1770992794,,mg/kg,0.01,
